company,address,city,state,zip code,country,room count,phone number,email
John Jeffries House,14 David G Mugar Way,Boston,MA,02114,us,,(617) 367-1866,info@johnjeffrieshouse.com
Boston Duck Tour,1 Science Park,Boston,MA,02114,us,,(617) 267-3825,
The Liberty Hotel - A Starwood Luxury Collection Hotel,215 Charles St,Boston,MA,02114,us,,(857) 241-1150,
Holiday Inn Select Boston Government Center Hotel,5 Blossom St,Boston,MA,02114,us,,(617) 742-7630,
Pinnacle Advisory Group,164 Canal St,Boston,MA,02114,us,,(617) 722-9916,rachel@pinnacleadvisory.com
Holiday Inn Express - Boston Garden Hotel,280 Friend St,Boston,MA,02114,us,,(888) 271-2681,
Onyx Hotel - a Kimpton Hotel,155 Portland St,Boston,MA,02114,us,,(617) 848-3800,
Boston Foodie Tours,215 Charles St,Boston,MA,02114,us,,(617) 461-5772,audrey@bostonfoodietours.com
Equity Corporation Housing,5 Longfellow Pl,Boston,MA,02114,us,,(617) 948-9876,jason@gaoutdoorservices.com
Marriott Execustay,4 Emerson Pl,Boston,MA,02114,us,,(857) 284-7047,
Irish Embassy International Tourist Backpckrs Hostel,232 Friend St,Boston,MA,02114,us,,(617) 973-4841,
CS Subtenant Ii,215 Charles St,Boston,MA,02114,us,,(617) 399-4224,
Compass Housing,92 Charles St,Boston,MA,02114,us,,(857) 250-2167,
Beantown Boston International Hostel,222 Friend St,Boston,MA,02114,us,,(617) 723-0800,
Hilton Boston Back Bay,40 Dalton St,Boston,MA,02115,us,390,(617) 236-1100,boston.sales@sheraton.com
Midtown Hotel,220 Huntington Ave,Boston,MA,02115,us,159,(888) 899-3816,reservations@midtownhotel.com
Greater Boston YMCA,316 Huntington Ave,Boston,MA,02115,us,,(617) 536-7800,krice@ymcaboston.org
Commonwealth Court Guest House,284 Commonwealth Ave,Boston,MA,02115,us,,(617) 424-1230,commct@aol.com
Oasis Guest House,22 Edgerly Rd,Boston,MA,02115,us,17,(617) 267-2262,haleyjoseph@oasisgh.com
Boston Newbury,48 Hereford St,Boston,MA,02115,us,,(617) 303-0034,
Brigham Real Estate,698 Huntington Ave,Boston,MA,02115,us,,(617) 566-8947,
Best Western,342 Longwood Ave,Boston,MA,02115,us,,(617) 731-4700,
Adams Bed & Breakfast,12 Edgerly Rd,Boston,MA,02115,us,,(617) 536-4181,info@adamsboston.com
The Guest House at 463 Beacon,463 Beacon St,Boston,MA,02115,us,,,
Hostelling International Boston,12 Hemenway St,Boston,MA,02115,us,208,(617) 536-9455,bostonhostel@bostonhostel.org
Bed and Breakfast Associates Bay Colony,453 Beacon St,Boston,MA,02115,us,,(617) 720-0522,bnb@bnbboston.com
Gagarin House,22 Saint Germain St,Boston,MA,02115,us,,,
The 86,86 Saint Stephen St,Boston,MA,02115,us,,,
Fitz Inn Auto Parks,189 Massachusetts Ave,Boston,MA,02115,us,,(617) 421-9484,
Brigham Guest House,698 Huntington Ave,Boston,MA,02115,us,,(617) 566-8947,
Best Western Boston - The Inn at Longwood Medical,342 Longwood Ave,Boston,MA,02115,us,,(888) 271-2681,
The Boston Park Plaza Hotel & Towers,50 Park Plz,Boston,MA,02116,us,941,(617) 426-2000,
The Lenox Hotel,61 Exeter St,Boston,MA,02116,us,214,(617) 536-5300,info@lenoxhotel.com
W Boston,100 Stuart St,Boston,MA,02116,us,235,(617) 261-8700,gmgurkirat.singh@whotels.com
Copley Square Hotel,47 Huntington Ave,Boston,MA,02116,us,143,(617) 536-9000,john.maibach@copleysquarehotel.com
The Westin Copley Place,10 Huntington Ave,Boston,MA,02116,us,803,(617) 262-9600,info@starwoodhotels.com
Courtyard Boston Downtown,275 Tremont St,Boston,MA,02116,us,315,(617) 426-1400,
Four Seasons Hotel Boston,200 Boylston St,Boston,MA,02116,us,273,(617) 338-4400,reservations.bos@fourseasons.com
Colonnade Hotel,120 Huntington Ave,Boston,MA,02116,us,285,(617) 424-7000,reservations@colonnadehotel.com
The Back Bay Hotel,350 Stuart St,Boston,MA,02116,us,225,(617) 266-7200,bostonreservations@loewshotels.com
Boston Marriott Copley Place,110 Huntington Ave,Boston,MA,02116,us,1145,(617) 236-5800,jenb@marriott.copley.net
Newbury Guest House,261 Newbury St,Boston,MA,02116,us,32,(617) 437-7666,info@newburyguesthouse.com
Chandler Inn Hotel,26 Chandler St,Boston,MA,02116,us,56,(617) 482-3450,inn3450@ix.netcom.com
Boston Common Hotel & Conference Center,40 Trinity Pl,Boston,MA,02116,us,64,(617) 933-7700,bchsales@bchcc.com
Milner Hotel,78 Charles St S,Boston,MA,02116,us,64,(617) 426-6220,infodetroit@milner-hotels.com
Revere Hotel,200 Stuart St,Boston,MA,02116,us,356,(617) 482-1800,info@reverehotel.com
Courtyard Boston Copley Square,88 Exeter St,Boston,MA,02116,us,81,(617) 437-9300,bostoncourtyardes@courtyardboston.com
40 Berkeley,40 Berkeley St,Boston,MA,02116,us,70,(617) 375-2524,stay@40berkeley.com
The Inn,99 Saint Botolph St,Boston,MA,02116,us,,(617) 236-8099,info@innatstbotolph.com
The College Club of Boston,44 Commonwealth Ave,Boston,MA,02116,us,11,(617) 536-9510,office@thecollegeclubofboston.com
Charlesmark Hotel,655 Boylston St,Boston,MA,02116,us,40,(617) 247-1212,info@charlesmarkhotel.com
Hampton Inn & Suites Boston Crosstown Center,811 Massachusetts Ave,Boston,MA,02118,us,175,(617) 445-6400,
Best Western Plus Roundhouse Suites,891 Massachusetts Ave,Boston,MA,02118,us,92,(617) 989-1000,
The Urban Hound,129 Malden St,Boston,MA,02118,us,,(617) 755-5775,
Clarendon Square Inn,198 W Brookline St,Boston,MA,02118,us,,(617) 536-2229,stay@clarendonsquare.com
CAJ House,677 Tremont St,Boston,MA,02118,us,,(617) 803-4279,walter@cajhouse.com
The Christopher,476 Columbus Ave,Boston,MA,02118,us,9,(617) 236-2227,info@bostonchristopher.com
Tr Engel Group,46 Waltham St,Boston,MA,02118,us,,(617) 451-1701,thomasengel@trengelgroup.com
Pine Street Inn,40 Upton St,Boston,MA,02118,us,,(617) 927-5464,info@pinestreetinn.org
Pine Street Inn Womens Inn,363 Albany St,Boston,MA,02118,us,,(617) 892-9100,
The Gilded Lily,4 Claremont Park,Boston,MA,02118,us,,(617) 877-3676,
Encore Bed and Breakfast,116 W Newton St,Boston,MA,02118,us,,(617) 247-3425,info@encorebandb.com
Rutland Square House,56 Rutland Sq,Boston,MA,02118,us,,(617) 247-0018,
Aisling Bed and Breakfast,21 E Concord St,Boston,MA,02118,us,,(617) 206-8049,aislingbostonbb@yahoo.com
14 Union Park Bed And Breakfast,14 Union Park,Boston,MA,02118,us,,(617) 236-6961,
Appleton Street - Herbst Haus,Appleton St,Boston,MA,02118,us,,(888) 271-2681,
Caj Guest House Worcester Street,45 Worcester St,Boston,MA,02118,us,,(617) 803-4279,
Pine Street Inn,300 Shawmut Ave,Boston,MA,02118,us,,(857) 239-9441,southend@patch.com
Rutland Square Boston,Rutland Sq,Boston,MA,02118,us,,(888) 271-2681,
Pine Street Inn,444 Harrison Ave,Boston,MA,02118,us,,(617) 338-4200,info@pinestreetinn.org
Studio 3 Luxury Studio in Brownstone by Spare Suite,17 Greenwich Park,Boston,MA,02118,us,,,
Fort Hill Inn,3 Centre Pl,Boston,MA,02119,us,,(617) 312-5925,
Psi Zeigler,131 Zeigler St,Roxbury,MA,02119,us,,(617) 541-6990,
Pine Street Inn,390A Warren St,Roxbury,MA,02119,us,,(617) 708-0694,
Pine Street Inn,12 Cleaves St,Roxbury,MA,02119,us,,(617) 522-3049,
Camp Harbor View,2 Dearborn St,Roxbury,MA,02119,us,,(617) 379-5500,
Dudley Inn,434 Dudley St,Roxbury,MA,02119,us,,(617) 442-0297,
Dudley Inn,434 Dudley St,Roxbury,MA,02119,us,,(617) 541-6826,
Pine Street Inn,20 Parker Hill Ave,Roxbury Crossing,MA,02120,us,,(617) 277-0318,info@pinestreetinn.org
The Longwood Furnished Short-Term Housing,1575 Tremont St,Boston,MA,02120,us,,(888) 370-0722,
Ramada Boston,800 William T Morrissey Blvd,Boston,MA,02122,us,174,(617) 287-9100,ramada@bostonhotel.com
Comfort Inn,900 William T Morrissey Blvd,Boston,MA,02122,us,132,(617) 287-9200,ihelp@choicehotels.com
Pine Street Inn,124 Park St,Dorchester,MA,02122,us,,(617) 436-3214,info@pinestreetinn.org
Chalet Susse Motor Lodge,800 William T Morrissey Blvd,Dorchester,MA,02122,us,,(617) 287-9100,
National Camp Association,175 Adams St,Boston,MA,02122,us,,(617) 825-8825,
Winter Rendezvous,50 Victory Rd,Boston,MA,02122,us,,(617) 504-3131,
Bay Colony Associates,800 William T Morrissey Blvd,Dorchester,MA,02122,us,,(617) 287-9100,
Pine Street Inn,4 Norfolk Ter,Boston,MA,02124,us,,(617) 282-2683,
Mac's Guest House,194 Callender St,Dorchester Center,MA,02124,us,,(617) 436-9776,
Carruth House,30 Beaumont St,Boston,MA,02124,us,,(617) 436-8260,
Godfrey Hotel Boston,505 Washington St,Boston,MA,02124,us,,(312) 649-2000,godfrey@godfreyhotelboston.com
Pine Street Inn,33 Bradlee St,Dorchester Center,MA,02124,us,,(617) 822-0097,
Hotel Veritas,1 Remington St,Boston,MA,02124,us,,(617) 871-2611,
Pine Street Inn,34 Algonquin St,Boston,MA,02124,us,,(617) 740-0803,
Pine Street Inn,140 Harvard St,Boston,MA,02124,us,,(617) 514-3426,
Pine Street Inn,525 Talbot Ave,Dorchester Center,MA,02124,us,,(617) 514-3807,
Churches Pentecostal,411 Washington St,Boston,MA,02124,us,,(617) 282-6704,
Rudy's Bed and Breakfast,46 Tremlett St,Boston,MA,02124,us,,(617) 282-5671,
Pine Street Inn,91 Waldeck St,Dorchester Center,MA,02124,us,,(617) 297-5538,
DoubleTree Club by Hilton Hotel Boston Bayside,240 Mount Vernon St,Boston,MA,02125,us,197,(617) 822-3600,
Courtyard Boston-South Boston,63 Boston St,Boston,MA,02125,us,164,(617) 436-8200,
Holiday Inn Express Boston,69 Boston St,Boston,MA,02125,us,118,(617) 288-3030,help@ihg.com
Hotel Le Meridien Cambridge-MIT,20 Sydney St,Boston,MA,02125,us,,(877) 662-6988,
The Inn at Harvard,1201 Massachusetts Ave,Boston,MA,02125,us,,(877) 662-6988,
Pine Street Inn,136 Pleasant St,Dorchester,MA,02125,us,,(617) 287-8819,info@pinestreetinn.org
Holiday Inn Express,5 Howard Johnson Plz,Dorchester,MA,02125,us,,(617) 288-3030,
Courtyard by Marriott Boston South,63R Boston St,Boston,MA,02125,us,,(888) 271-2681,
Pine Street Inn,87 Coleman St,Dorchester,MA,02125,us,,(617) 825-2061,
Doubletree by Hilton,200 Mount Vernon St,Boston,MA,02125,us,,(617) 265-6916,
Pine Street Inn,5 Dawes Ter,Boston,MA,02125,us,,(617) 506-0700,
Pine Street Inn,55 Sturbridge St,Mattapan,MA,02126,us,,(617) 296-0715,
Pine Street Inn,430 River St,Mattapan,MA,02126,us,,(617) 298-0201,
A Nolan House,10 G St,Boston,MA,02127,us,,(617) 269-1550,thenolanhouse@yahoo.com
Nxtevent,60 K St,Boston,MA,02127,us,,(617) 904-9050,info@nxtevent.com
The Constitution Inn,150 W 3rd St,Boston,MA,02127,us,,(617) 241-8400,
Boston Housing Authority,265 E 9th St,Boston,MA,02127,us,,(617) 988-5083,
Mr. Iceman Co. Travel Referral,15 Gates St,Boston,MA,02127,us,,(617) 268-5759,robertp@mricemanco.com
Oakwood at the Watermark,350 W 3rd St,Boston,MA,02127,us,,,
